"","franchID","year","WAR"
"NYY89","NYY",1992,35.9
"NYY90","NYY",1993,44.8
"NYY91","NYY",1994,35.5
"NYY92","NYY",1995,35
"NYY93","NYY",1996,41.5
"NYY94","NYY",1997,46.3
"NYY95","NYY",1998,57
"NYY96","NYY",1999,47.1
"NYY97","NYY",2000,39.5
"NYY98","NYY",2001,45.7
"NYY99","NYY",2002,60.6
"NYY100","NYY",2003,57.3
"NYY101","NYY",2004,42.7
"NYY102","NYY",2005,41.8
"NYY103","NYY",2006,46
"NYY104","NYY",2007,49
"NYY105","NYY",2008,40.5
"NYY106","NYY",2009,55
"NYY107","NYY",2010,48.3
"NYY108","NYY",2011,57.5
"NYY109","NYY",2012,50.5
"NYY110","NYY",2013,35.8
"NYY111","NYY",2014,42.3
"NYY112","NYY",2015,41.9
"NYY113","NYY",2016,33
"NYY114","NYY",2017,56
"OAK","OAK",1903,33.4
"OAK1","OAK",1904,39.3
"OAK2","OAK",1905,44
"OAK3","OAK",1906,37.5
"OAK4","OAK",1907,41.9
"OAK5","OAK",1908,28.6
"OAK6","OAK",1909,47.9
"OAK7","OAK",1910,52.6
"OAK8","OAK",1911,45.8
"OAK9","OAK",1912,45.6
"OAK10","OAK",1913,47.3
"OAK11","OAK",1914,47
"OAK12","OAK",1915,12.6
"OAK13","OAK",1916,15.3
"OAK14","OAK",1917,26.8
"OAK15","OAK",1918,14.2
"OAK16","OAK",1919,14.3
"OAK17","OAK",1920,15.6
"OAK18","OAK",1921,19.8
"OAK19","OAK",1922,18.2
"OAK20","OAK",1923,19.1
"OAK21","OAK",1924,20.5
"OAK22","OAK",1925,40.7
"OAK23","OAK",1926,37.2
"OAK24","OAK",1927,45.7
"OAK25","OAK",1928,48.9
"OAK26","OAK",1929,48.7
"OAK27","OAK",1930,47.8
"OAK28","OAK",1931,51.9
"OAK29","OAK",1932,51.4
"OAK30","OAK",1933,35.3
"OAK31","OAK",1934,31
"OAK32","OAK",1935,26.9
"OAK33","OAK",1936,13.6
"OAK34","OAK",1937,23.3
"OAK35","OAK",1938,19.8
"OAK36","OAK",1939,14.8
"OAK37","OAK",1940,20.8
"OAK38","OAK",1941,27.9
"OAK39","OAK",1942,14.6
"OAK40","OAK",1943,15
"OAK41","OAK",1944,29.8
"OAK42","OAK",1945,21.5
"OAK43","OAK",1946,20.8
"OAK44","OAK",1947,32.5
"OAK45","OAK",1948,30.9
"OAK46","OAK",1949,32
"OAK47","OAK",1950,20.9
"OAK48","OAK",1951,36.4
"OAK49","OAK",1952,32.3
"OAK50","OAK",1953,25.2
"OAK51","OAK",1954,5.5
"OAK52","OAK",1955,15.3
"OAK53","OAK",1956,12.9
"OAK54","OAK",1957,19.5
"OAK55","OAK",1958,28.7
"OAK56","OAK",1959,28.5
"OAK57","OAK",1960,21.1
"OAK58","OAK",1961,24.1
"OAK59","OAK",1962,26.4
"OAK60","OAK",1963,25.6
"OAK61","OAK",1964,15.2
"OAK62","OAK",1965,21
"OAK63","OAK",1966,25.8
"OAK64","OAK",1967,25.2
"OAK65","OAK",1968,34.6
"OAK66","OAK",1969,40.6
"OAK67","OAK",1970,43.1
"OAK68","OAK",1971,49.2
"OAK69","OAK",1972,47.2
"OAK70","OAK",1973,47.2
"OAK71","OAK",1974,49.7
"OAK72","OAK",1975,53
"OAK73","OAK",1976,39.8
"OAK74","OAK",1977,17.5
"OAK75","OAK",1978,19.8
"OAK76","OAK",1979,-1.8
"OAK77","OAK",1980,41.3
"OAK78","OAK",1981,29.1
"OAK79","OAK",1982,16.3
"OAK80","OAK",1983,26.9
"OAK81","OAK",1984,26.5
"OAK82","OAK",1985,28.6
"OAK83","OAK",1986,31.3
"OAK84","OAK",1987,36.8
"OAK85","OAK",1988,49.1
"OAK86","OAK",1989,43.8
"OAK87","OAK",1990,50.8
"OAK88","OAK",1991,29.4
"OAK89","OAK",1992,40.8
"OAK90","OAK",1993,21.8
"OAK91","OAK",1994,18.5
"OAK92","OAK",1995,24.9
"OAK93","OAK",1996,26.2
"OAK94","OAK",1997,17.4
"OAK95","OAK",1998,21.3
"OAK96","OAK",1999,38.7
"OAK97","OAK",2000,40.7
"OAK98","OAK",2001,52.7
"OAK99","OAK",2002,47.4
"OAK100","OAK",2003,39.8
"OAK101","OAK",2004,41.7
"OAK102","OAK",2005,44.3
"OAK103","OAK",2006,36.3
"OAK104","OAK",2007,38.4
"OAK105","OAK",2008,32
"OAK106","OAK",2009,35.6
"OAK107","OAK",2010,37.9
"OAK108","OAK",2011,29
"OAK109","OAK",2012,41
"OAK110","OAK",2013,46.1
"OAK111","OAK",2014,43
"OAK112","OAK",2015,28.3
"OAK113","OAK",2016,19.4
"OAK114","OAK",2017,29.1
"SEA","SEA",1977,16.3
"SEA1","SEA",1978,13.9
"SEA2","SEA",1979,31
"SEA3","SEA",1980,15.5
"SEA4","SEA",1981,21
"SEA5","SEA",1982,28.7
"SEA6","SEA",1983,15.8
"SEA7","SEA",1984,25.2
"SEA8","SEA",1985,30.5
"SEA9","SEA",1986,19.4
"SEA10","SEA",1987,34.4
"SEA11","SEA",1988,31.4
"SEA12","SEA",1989,32.8
"SEA13","SEA",1990,40.2
"SEA14","SEA",1991,26.5
"SEA15","SEA",1992,24.6
"SEA16","SEA",1993,39.6
"SEA17","SEA",1994,25
"SEA18","SEA",1995,40.5
"SEA19","SEA",1996,48
"SEA20","SEA",1997,49.9
"SEA21","SEA",1998,43.4
"SEA22","SEA",1999,27.2
"SEA23","SEA",2000,43.9
"SEA24","SEA",2001,63.3
"SEA25","SEA",2002,50.2
"SEA26","SEA",2003,48.5
"SEA27","SEA",2004,29.3
"SEA28","SEA",2005,28
"SEA29","SEA",2006,36.8
"SEA30","SEA",2007,32.9
"SEA31","SEA",2008,22.7
"SEA32","SEA",2009,36.9
"SEA33","SEA",2010,23.6
"SEA34","SEA",2011,25.5
"SEA35","SEA",2012,30.3
"SEA36","SEA",2013,27
"SEA37","SEA",2014,36.9
"SEA38","SEA",2015,31.1
"SEA39","SEA",2016,34.4
"SEA40","SEA",2017,36.7
"TBD","TBD",1998,24.5
"TBD1","TBD",1999,21
"TBD2","TBD",2000,22.7
"TBD3","TBD",2001,13.5
"TBD4","TBD",2002,17.5
"TBD5","TBD",2003,25
"TBD6","TBD",2004,29.1
"TBD7","TBD",2005,26.9
"TBD8","TBD",2006,25.2
"TBD9","TBD",2007,30.8
"TBD10","TBD",2008,50
"TBD11","TBD",2009,49.3
"TBD12","TBD",2010,48.4
"TBD13","TBD",2011,46.9
"TBD14","TBD",2012,47.6
"TBD15","TBD",2013,46.6
"TBD16","TBD",2014,38.5
"TBD17","TBD",2015,40.1
"TBD18","TBD",2016,29.7
"TBD19","TBD",2017,38.1
"TEX","TEX",1961,28.2
"TEX1","TEX",1962,26.6
"TEX2","TEX",1963,13.2
"TEX3","TEX",1964,17.5
"TEX4","TEX",1965,15.6
"TEX5","TEX",1966,27.3
"TEX6","TEX",1967,24.5
"TEX7","TEX",1968,16.9
"TEX8","TEX",1969,36
"TEX9","TEX",1970,32.3
"TEX10","TEX",1971,16.8
"TEX11","TEX",1972,14.4
"TEX12","TEX",1973,13.5
"TEX13","TEX",1974,38.2
"TEX14","TEX",1975,30.7
"TEX15","TEX",1976,29.3
"TEX16","TEX",1977,48.4
"TEX17","TEX",1978,43.2
"TEX18","TEX",1979,40.2
"TEX19","TEX",1980,33.7
"TEX20","TEX",1981,25.1
"TEX21","TEX",1982,16.8
"TEX22","TEX",1983,35.6
"TEX23","TEX",1984,20.7
"TEX24","TEX",1985,20.6
"TEX25","TEX",1986,33
"TEX26","TEX",1987,23.7
"TEX27","TEX",1988,27
"TEX28","TEX",1989,37.4
"TEX29","TEX",1990,35.7
"TEX30","TEX",1991,35.3
"TEX31","TEX",1992,33.1
"TEX32","TEX",1993,35.2
"TEX33","TEX",1994,16.4
"TEX34","TEX",1995,27.2
"TEX35","TEX",1996,46.4
"TEX36","TEX",1997,32.8
"TEX37","TEX",1998,45.2
"TEX38","TEX",1999,44.7
"TEX39","TEX",2000,21.1
"TEX40","TEX",2001,30.9
"TEX41","TEX",2002,32
"TEX42","TEX",2003,33.6
"TEX43","TEX",2004,36.9
"TEX44","TEX",2005,37.1
"TEX45","TEX",2006,34.4
"TEX46","TEX",2007,27.2
"TEX47","TEX",2008,34.8
"TEX48","TEX",2009,35.6
"TEX49","TEX",2010,45.4
"TEX50","TEX",2011,53.3
"TEX51","TEX",2012,49.6
"TEX52","TEX",2013,43.5
"TEX53","TEX",2014,28.4
"TEX54","TEX",2015,35
"TEX55","TEX",2016,29.7
"TEX56","TEX",2017,27.8
"TOR","TOR",1977,12.1
"TOR1","TOR",1978,11.6
"TOR2","TOR",1979,10
"TOR3","TOR",1980,16.9
"TOR4","TOR",1981,6.3
"TOR5","TOR",1982,24.6
"TOR6","TOR",1983,42.4
"TOR7","TOR",1984,40.5
"TOR8","TOR",1985,44.4
"TOR9","TOR",1986,42
"TOR10","TOR",1987,49.2
"TOR11","TOR",1988,39.8
"TOR12","TOR",1989,43.9
"TOR13","TOR",1990,44.3
"TOR14","TOR",1991,42.3
"TOR15","TOR",1992,47.4
"TOR16","TOR",1993,47.2
"TOR17","TOR",1994,19.9
"TOR18","TOR",1995,17.3
"TOR19","TOR",1996,27.6
"TOR20","TOR",1997,28.2
"TOR21","TOR",1998,40.8
"TOR22","TOR",1999,40.6
"TOR23","TOR",2000,38
"TOR24","TOR",2001,33.7
"TOR25","TOR",2002,34.9
"TOR26","TOR",2003,35.9
"TOR27","TOR",2004,28.5
"TOR28","TOR",2005,34.1
"TOR29","TOR",2006,44.2
"TOR30","TOR",2007,37.1
"TOR31","TOR",2008,42.4
"TOR32","TOR",2009,37.4
"TOR33","TOR",2010,40
"TOR34","TOR",2011,29.1
"TOR35","TOR",2012,23.6
"TOR36","TOR",2013,32.3
"TOR37","TOR",2014,38.4
"TOR38","TOR",2015,49.8
"TOR39","TOR",2016,42.6
"TOR40","TOR",2017,33.6
"ARI","ARI",1998,25
"ARI1","ARI",1999,50.4
"ARI2","ARI",2000,41.4
"ARI3","ARI",2001,50.8
"ARI4","ARI",2002,51.3
"ARI5","ARI",2003,39.4
"ARI6","ARI",2004,18.2
"ARI7","ARI",2005,29.9
"ARI8","ARI",2006,32.9
"ARI9","ARI",2007,30.9
"ARI10","ARI",2008,37.4
"ARI11","ARI",2009,36
"ARI12","ARI",2010,28.3
"ARI13","ARI",2011,44.4
"ARI14","ARI",2012,40.7
"ARI15","ARI",2013,34.8
"ARI16","ARI",2014,28.7
"ARI17","ARI",2015,38.2
"ARI18","ARI",2016,27.2
"ARI19","ARI",2017,45.6
"ATL","ATL",1903,13.7
"ATL1","ATL",1904,10.9
"ATL2","ATL",1905,9.8
"ATL3","ATL",1906,12.3
"ATL4","ATL",1907,21.9
"ATL5","ATL",1908,24.2
"ATL6","ATL",1909,13.5
"ATL7","ATL",1910,20.5
"ATL8","ATL",1911,17.3
"ATL9","ATL",1912,25.9
"ATL10","ATL",1913,32.5
"ATL11","ATL",1914,37.7
"ATL12","ATL",1915,40.4
"ATL13","ATL",1916,36.8
"ATL14","ATL",1917,34.8
"ATL15","ATL",1918,22.3
"ATL16","ATL",1919,25.9
"ATL17","ATL",1920,20.3
"ATL18","ATL",1921,29.7
"ATL19","ATL",1922,11.4
"ATL20","ATL",1923,19.4
"ATL21","ATL",1924,13.6
"ATL22","ATL",1925,27.2
"ATL23","ATL",1926,20.4
"ATL24","ATL",1927,19
"ATL25","ATL",1928,18.9
"ATL26","ATL",1929,17.4
"ATL27","ATL",1930,14.5
"ATL28","ATL",1931,19.4
"ATL29","ATL",1932,24.6
"ATL30","ATL",1933,27.7
"ATL31","ATL",1934,25.9
"ATL32","ATL",1935,10.4
"ATL33","ATL",1936,25.5
"ATL34","ATL",1937,28.2
"ATL35","ATL",1938,23.2
"ATL36","ATL",1939,24.4
"ATL37","ATL",1940,21.5
"ATL38","ATL",1941,22.4
"ATL39","ATL",1942,21.6
"ATL40","ATL",1943,22
"ATL41","ATL",1944,23.9
"ATL42","ATL",1945,31.6
"ATL43","ATL",1946,36.5
"ATL44","ATL",1947,41.4
"ATL45","ATL",1948,50.9
"ATL46","ATL",1949,33.8
"ATL47","ATL",1950,37.1
"ATL48","ATL",1951,35
"ATL49","ATL",1952,22.6
"ATL50","ATL",1953,37.9
"ATL51","ATL",1954,36.5
"ATL52","ATL",1955,35.7
"ATL53","ATL",1956,41.6
"ATL54","ATL",1957,45.1
"ATL55","ATL",1958,47.9
"ATL56","ATL",1959,44
"ATL57","ATL",1960,37.6
"ATL58","ATL",1961,39.4
"ATL59","ATL",1962,42.6
"ATL60","ATL",1963,39.5
"ATL61","ATL",1964,44.1
"ATL62","ATL",1965,45.7
"ATL63","ATL",1966,48.6
"ATL64","ATL",1967,36.8
"ATL65","ATL",1968,39.8
"ATL66","ATL",1969,41.5
"ATL67","ATL",1970,38.1
"ATL68","ATL",1971,29.4
"ATL69","ATL",1972,31.5
"ATL70","ATL",1973,45.3
"ATL71","ATL",1974,47
"ATL72","ATL",1975,21.7
"ATL73","ATL",1976,22.3
"ATL74","ATL",1977,14.5
"ATL75","ATL",1978,22.9
"ATL76","ATL",1979,24.6
"ATL77","ATL",1980,27.6
"ATL78","ATL",1981,22.8
"ATL79","ATL",1982,34.9
"ATL80","ATL",1983,39.1
"ATL81","ATL",1984,29.6
"ATL82","ATL",1985,16
"ATL83","ATL",1986,27.5
"ATL84","ATL",1987,26.8
"ATL85","ATL",1988,17.2
"ATL86","ATL",1989,34.4
"ATL87","ATL",1990,30.8
"ATL88","ATL",1991,35.7
"ATL89","ATL",1992,46.9
"ATL90","ATL",1993,56.2
"ATL91","ATL",1994,38
"ATL92","ATL",1995,43.3
"ATL93","ATL",1996,58.1
"ATL94","ATL",1997,61.8
"ATL95","ATL",1998,65
"ATL96","ATL",1999,53.9
"ATL97","ATL",2000,49.9
"ATL98","ATL",2001,44.9
"ATL99","ATL",2002,43.5
"ATL100","ATL",2003,53.5
"ATL101","ATL",2004,49.1
"ATL102","ATL",2005,48
"ATL103","ATL",2006,37.1
"ATL104","ATL",2007,45.2
"ATL105","ATL",2008,38
"ATL106","ATL",2009,48.1
"ATL107","ATL",2010,43.5
"ATL108","ATL",2011,36.9
"ATL109","ATL",2012,47.5
"ATL110","ATL",2013,45.6
"ATL111","ATL",2014,35
"ATL112","ATL",2015,23.6
"ATL113","ATL",2016,27.1
"ATL114","ATL",2017,30.6
"CHC","CHC",1903,36.4
"CHC1","CHC",1904,36.4
"CHC2","CHC",1905,42.5
"CHC3","CHC",1906,54.8
"CHC4","CHC",1907,47.5
"CHC5","CHC",1908,45.9
"CHC6","CHC",1909,47.1
"CHC7","CHC",1910,46.5
"CHC8","CHC",1911,43.1
"CHC9","CHC",1912,41.6
"CHC10","CHC",1913,38
"CHC11","CHC",1914,31.3
"CHC12","CHC",1915,29.3
"CHC13","CHC",1916,34.4
"CHC14","CHC",1917,27.6
"CHC15","CHC",1918,38.2
"CHC16","CHC",1919,34.4
"CHC17","CHC",1920,31.1
"CHC18","CHC",1921,25.5
"CHC19","CHC",1922,32.1
"CHC20","CHC",1923,34.7
"CHC21","CHC",1924,25.5
"CHC22","CHC",1925,24.8
"CHC23","CHC",1926,39.2
"CHC24","CHC",1927,38.9
"CHC25","CHC",1928,42
"CHC26","CHC",1929,49.9
"CHC27","CHC",1930,44.5
"CHC28","CHC",1931,43.2
"CHC29","CHC",1932,36.9
"CHC30","CHC",1933,40.7
"CHC31","CHC",1934,37.4
"CHC32","CHC",1935,49.4
"CHC33","CHC",1936,42.5
"CHC34","CHC",1937,42.4
"CHC35","CHC",1938,38.7
"CHC36","CHC",1939,33.4
"CHC37","CHC",1940,38.6
"CHC38","CHC",1941,36.1
"CHC39","CHC",1942,33.4
"CHC40","CHC",1943,42
"CHC41","CHC",1944,35.1
"CHC42","CHC",1945,52.2
"CHC43","CHC",1946,35.4
"CHC44","CHC",1947,23.3
"CHC45","CHC",1948,29.1
"CHC46","CHC",1949,24.7
"CHC47","CHC",1950,23.2
"CHC48","CHC",1951,22.9
"CHC49","CHC",1952,36.1
"CHC50","CHC",1953,22.8
"CHC51","CHC",1954,31.6
"CHC52","CHC",1955,26.8
"CHC53","CHC",1956,22.5
"CHC54","CHC",1957,25.8
"CHC55","CHC",1958,35.2
"CHC56","CHC",1959,33.2
"CHC57","CHC",1960,23
"CHC58","CHC",1961,26.4
"CHC59","CHC",1962,22.1
"CHC60","CHC",1963,35.2
"CHC61","CHC",1964,33.7
"CHC62","CHC",1965,27.9
"CHC63","CHC",1966,28
"CHC64","CHC",1967,40.2
"CHC65","CHC",1968,35.6
"CHC66","CHC",1969,46.1
"CHC67","CHC",1970,48.3
"CHC68","CHC",1971,41
"CHC69","CHC",1972,43.9
"CHC70","CHC",1973,30.1
"CHC71","CHC",1974,25.5
"CHC72","CHC",1975,27.2
"CHC73","CHC",1976,26.7
"CHC74","CHC",1977,34
"CHC75","CHC",1978,27.1
"CHC76","CHC",1979,32.5
"CHC77","CHC",1980,20.8
"CHC78","CHC",1981,12.2
"CHC79","CHC",1982,28.9
"CHC80","CHC",1983,34.8
"CHC81","CHC",1984,46
"CHC82","CHC",1985,32.8
"CHC83","CHC",1986,29.8
"CHC84","CHC",1987,29.8
"CHC85","CHC",1988,33.8
"CHC86","CHC",1989,39.3
"CHC87","CHC",1990,27.7
"CHC88","CHC",1991,34.6
"CHC89","CHC",1992,31.9
"CHC90","CHC",1993,43.9
"CHC91","CHC",1994,19.3
"CHC92","CHC",1995,33.9
"CHC93","CHC",1996,35.1
"CHC94","CHC",1997,26.3
"CHC95","CHC",1998,39.7
"CHC96","CHC",1999,26.4
"CHC97","CHC",2000,28.7
"CHC98","CHC",2001,45.6
"CHC99","CHC",2002,38.1
"CHC100","CHC",2003,44.5
"CHC101","CHC",2004,50.6
"CHC102","CHC",2005,38.6
"CHC103","CHC",2006,29
"CHC104","CHC",2007,42.7
"CHC105","CHC",2008,52.1
"CHC106","CHC",2009,36.2
"CHC107","CHC",2010,32
"CHC108","CHC",2011,29.9
"CHC109","CHC",2012,23.8
"CHC110","CHC",2013,32.2
"CHC111","CHC",2014,40.4
"CHC112","CHC",2015,52.6
"CHC113","CHC",2016,60
"CHC114","CHC",2017,43.5
"CIN","CIN",1903,37.7
"CIN1","CIN",1904,40.2
"CIN2","CIN",1905,36.5
"CIN3","CIN",1906,30
"CIN4","CIN",1907,29.8
"CIN5","CIN",1908,24.9
"CIN6","CIN",1909,38.5
"CIN7","CIN",1910,31.5
"CIN8","CIN",1911,32.2
"CIN9","CIN",1912,27.6
"CIN10","CIN",1913,29.7
"CIN11","CIN",1914,27.9
"CIN12","CIN",1915,29.7
"CIN13","CIN",1916,28.5
"CIN14","CIN",1917,33.4
"CIN15","CIN",1918,30.6
"CIN16","CIN",1919,38.7
"CIN17","CIN",1920,34.1
"CIN18","CIN",1921,29.2
"CIN19","CIN",1922,41.3
"CIN20","CIN",1923,42.2
"CIN21","CIN",1924,44.2
"CIN22","CIN",1925,41.9
"CIN23","CIN",1926,49.5
"CIN24","CIN",1927,36.1
"CIN25","CIN",1928,29
"CIN26","CIN",1929,28.1
"CIN27","CIN",1930,24.3
"CIN28","CIN",1931,23.2
"CIN29","CIN",1932,29.6
"CIN30","CIN",1933,21
"CIN31","CIN",1934,21.3
"CIN32","CIN",1935,27.6
"CIN33","CIN",1936,32.8
"CIN34","CIN",1937,28.8
"CIN35","CIN",1938,39.8
"CIN36","CIN",1939,46.3
"CIN37","CIN",1940,47
"CIN38","CIN",1941,32.1
"CIN39","CIN",1942,33.9
"CIN40","CIN",1943,32.4
"CIN41","CIN",1944,36.7
"CIN42","CIN",1945,17.9
"CIN43","CIN",1946,32.2
"CIN44","CIN",1947,27.2
"CIN45","CIN",1948,22.6
"CIN46","CIN",1949,20.2
"CIN47","CIN",1950,22.6
"CIN48","CIN",1951,20.1
"CIN49","CIN",1952,26
"CIN50","CIN",1953,24.7
"CIN51","CIN",1954,26.4
"CIN52","CIN",1955,42.5
"CIN53","CIN",1956,44.2
"CIN54","CIN",1957,36.4
"CIN55","CIN",1958,35.6
"CIN56","CIN",1959,38
"CIN57","CIN",1960,35.1
"CIN58","CIN",1961,42
"CIN59","CIN",1962,42.3
"CIN60","CIN",1963,44
"CIN61","CIN",1964,44
"CIN62","CIN",1965,50.8
"CIN63","CIN",1966,27.5
"CIN64","CIN",1967,35.2
"CIN65","CIN",1968,36.8
"CIN66","CIN",1969,38.2
"CIN67","CIN",1970,49.9
"CIN68","CIN",1971,33.7
"CIN69","CIN",1972,44.6
"CIN70","CIN",1973,46.1
"CIN71","CIN",1974,56.7
"CIN72","CIN",1975,55.4
"CIN73","CIN",1976,60.5
"CIN74","CIN",1977,44.1
"CIN75","CIN",1978,39.4
"CIN76","CIN",1979,46.2
"CIN77","CIN",1980,39.4
"CIN78","CIN",1981,27.7
"CIN79","CIN",1982,25.6
"CIN80","CIN",1983,24.8
"CIN81","CIN",1984,23.2
"CIN82","CIN",1985,36.4
"CIN83","CIN",1986,34.8
"CIN84","CIN",1987,38.3
"CIN85","CIN",1988,42.3
"CIN86","CIN",1989,31.7
"CIN87","CIN",1990,44.7
"CIN88","CIN",1991,42.7
"CIN89","CIN",1992,44
"CIN90","CIN",1993,33
"CIN91","CIN",1994,35.4
"CIN92","CIN",1995,44.4
"CIN93","CIN",1996,32.8
"CIN94","CIN",1997,29.5
"CIN95","CIN",1998,33.8
"CIN96","CIN",1999,45.3
"CIN97","CIN",2000,40.9
"CIN98","CIN",2001,24.6
"CIN99","CIN",2002,31.3
"CIN100","CIN",2003,24.2
"CIN101","CIN",2004,26.7
"CIN102","CIN",2005,33.5
"CIN103","CIN",2006,37.9
"CIN104","CIN",2007,35.6
"CIN105","CIN",2008,29.2
"CIN106","CIN",2009,31
"CIN107","CIN",2010,50.1
"CIN108","CIN",2011,38.1
"CIN109","CIN",2012,48.5
"CIN110","CIN",2013,43.9
"CIN111","CIN",2014,34
"CIN112","CIN",2015,32.5
"CIN113","CIN",2016,19.8
"CIN114","CIN",2017,31.3
"COL","COL",1993,20.4
"COL1","COL",1994,14.3
"COL2","COL",1995,29.2
"COL3","COL",1996,30.8
"COL4","COL",1997,34.4
"COL5","COL",1998,34.8
"COL6","COL",1999,19.3
"COL7","COL",2000,37
"COL8","COL",2001,42.1
"COL9","COL",2002,23.2
"COL10","COL",2003,30.4
"COL11","COL",2004,27.8
"COL12","COL",2005,25.3
"COL13","COL",2006,37.4
"COL14","COL",2007,44
"COL15","COL",2008,31.9
"COL16","COL",2009,43
"COL17","COL",2010,39.8
"COL18","COL",2011,32.6
"COL19","COL",2012,21.3
"COL20","COL",2013,36.6
"COL21","COL",2014,29.6
"COL22","COL",2015,23.9
"COL23","COL",2016,35.9
"COL24","COL",2017,36.4
"FLA","FLA",1993,24.2
"FLA1","FLA",1994,20.8
"FLA2","FLA",1995,31.5
"FLA3","FLA",1996,41.4
"FLA4","FLA",1997,38.9
"FLA5","FLA",1998,16.1
"FLA6","FLA",1999,23.7
"FLA7","FLA",2000,31.7
"FLA8","FLA",2001,37.6
"FLA9","FLA",2002,33.4
"FLA10","FLA",2003,48.9
"FLA11","FLA",2004,37.6
"FLA12","FLA",2005,41.9
"FLA13","FLA",2006,35.9
"FLA14","FLA",2007,32.2
"FLA15","FLA",2008,38
"FLA16","FLA",2009,36.5
"FLA17","FLA",2010,37.6
"FLA18","FLA",2011,32.7
"FLA19","FLA",2012,31.9
"FLA20","FLA",2013,21.4
"FLA21","FLA",2014,34.5
"FLA22","FLA",2015,33.8
"FLA23","FLA",2016,38.4
"FLA24","FLA",2017,34.3
"HOU","HOU",1962,29
"HOU1","HOU",1963,23.5
"HOU2","HOU",1964,20.1
"HOU3","HOU",1965,30.6
"HOU4","HOU",1966,32.8
"HOU5","HOU",1967,33.6
"HOU6","HOU",1968,27.7
"HOU7","HOU",1969,40.3
"HOU8","HOU",1970,33
"HOU9","HOU",1971,35.3
"HOU10","HOU",1972,36.9
"HOU11","HOU",1973,35.6
"HOU12","HOU",1974,37.5
"HOU13","HOU",1975,27.6
"HOU14","HOU",1976,31.4
"HOU15","HOU",1977,41.8
"HOU16","HOU",1978,37.8
"HOU17","HOU",1979,37.3
"HOU18","HOU",1980,47.4
"HOU19","HOU",1981,34.3
"HOU20","HOU",1982,32.5
"HOU21","HOU",1983,40
"HOU22","HOU",1984,37.6
"HOU23","HOU",1985,34.1
"HOU24","HOU",1986,45.1
"HOU25","HOU",1987,34.1
"HOU26","HOU",1988,28.6
"HOU27","HOU",1989,33.1
"HOU28","HOU",1990,23.4
"HOU29","HOU",1991,27.4
"HOU30","HOU",1992,32.3
"HOU31","HOU",1993,47.2
"HOU32","HOU",1994,35.6
"HOU33","HOU",1995,40.7
"HOU34","HOU",1996,34.4
"HOU35","HOU",1997,50.8
"HOU36","HOU",1998,55.9
"HOU37","HOU",1999,55.8
"HOU38","HOU",2000,36.7
"HOU39","HOU",2001,39.7
"HOU40","HOU",2002,40.7
"HOU41","HOU",2003,45.6
"HOU42","HOU",2004,47.9
"HOU43","HOU",2005,43.5
"HOU44","HOU",2006,43.2
"HOU45","HOU",2007,28.2
"HOU46","HOU",2008,36.9
"HOU47","HOU",2009,28.9
"HOU48","HOU",2010,29.6
"HOU49","HOU",2011,24.6
"HOU50","HOU",2012,19.7
"HOU51","HOU",2013,10.3
"HOU52","HOU",2014,28.1
"HOU53","HOU",2015,46.6
"HOU54","HOU",2016,40.8
"HOU55","HOU",2017,55.8
"LAD","LAD",1903,33.3
"LAD1","LAD",1904,19.3
"LAD2","LAD",1905,12.2
"LAD3","LAD",1906,21.3
"LAD4","LAD",1907,20.2
"LAD5","LAD",1908,13.7
"LAD6","LAD",1909,15.4
"LAD7","LAD",1910,16.5
"LAD8","LAD",1911,18.8
"LAD9","LAD",1912,24.5
"LAD10","LAD",1913,34.7
"LAD11","LAD",1914,33.6
"LAD12","LAD",1915,18.7
"LAD13","LAD",1916,42.8
"LAD14","LAD",1917,25.8
"LAD15","LAD",1918,17.7
"LAD16","LAD",1919,27.5
"LAD17","LAD",1920,39.4
"LAD18","LAD",1921,26.5
"LAD19","LAD",1922,23.9
"LAD20","LAD",1923,33.6
"LAD21","LAD",1924,41.9
"LAD22","LAD",1925,30.7
"LAD23","LAD",1926,22.4
"LAD24","LAD",1927,19.7
"LAD25","LAD",1928,31.3
"LAD26","LAD",1929,29.2
"LAD27","LAD",1930,42.4
"LAD28","LAD",1931,33.2
"LAD29","LAD",1932,39.8
"LAD30","LAD",1933,25.9
"LAD31","LAD",1934,34.5
"LAD32","LAD",1935,29.8
"LAD33","LAD",1936,24
"LAD34","LAD",1937,27
"LAD35","LAD",1938,29.5
"LAD36","LAD",1939,37.8
"LAD37","LAD",1940,38.1
"LAD38","LAD",1941,54.3
"LAD39","LAD",1942,46.5
"LAD40","LAD",1943,35
"LAD41","LAD",1944,23.7
"LAD42","LAD",1945,40.4
"LAD43","LAD",1946,44
"LAD44","LAD",1947,45.6
"LAD45","LAD",1948,35.5
"LAD46","LAD",1949,50.6
"LAD47","LAD",1950,45.4
"LAD48","LAD",1951,52
"LAD49","LAD",1952,48
"LAD50","LAD",1953,56.6
"LAD51","LAD",1954,45.7
"LAD52","LAD",1955,52.1
"LAD53","LAD",1956,46.9
"LAD54","LAD",1957,40
"LAD55","LAD",1958,23.3
"LAD56","LAD",1959,37.5
"LAD57","LAD",1960,38.2
"LAD58","LAD",1961,34.9
"LAD59","LAD",1962,47.4
"LAD60","LAD",1963,42.4
"LAD61","LAD",1964,39.6
"LAD62","LAD",1965,42
"LAD63","LAD",1966,48.5
"LAD64","LAD",1967,30.1
